regime,architecture,mode,sigma_obs,n_samples,n_diverged,rmse_b_mean,rmse_b_std,rmse_b_median,rmse_b_q25,rmse_b_q75,rmse_a_mean,rmse_a_std,rmse_a_median,rmse_a_q25,rmse_a_q75,improvement_bg_mean,improvement_bg_std,improvement_bg_median,improvement_bg_q25,improvement_bg_q75,hausdorff_mean,hausdorff_std,hausdorff_median,hausdorff_q25,hausdorff_q75,divergence_rate
resample,LSTM,x2,0.05,1,0,10.737746487813636,,10.737746487813636,10.737746487813636,10.737746487813636,10.775525135873286,,10.775525135873286,10.775525135873286,10.775525135873286,-0.003518303221492995,,-0.003518303221492995,-0.003518303221492995,-0.003518303221492995,,,,,,0.0
resample,LSTM,x2,0.1,1,0,10.7827028525838,,10.7827028525838,10.7827028525838,10.7827028525838,10.860899156833032,,10.860899156833032,10.860899156833032,10.860899156833032,-0.007252013277032339,,-0.007252013277032339,-0.007252013277032339,-0.007252013277032339,,,,,,0.0
resample,LSTM,x2,0.5,1,0,12.0192981476512,,12.0192981476512,12.0192981476512,12.0192981476512,12.033331979377074,,12.033331979377074,12.033331979377074,12.033331979377074,-0.001167608254115565,,-0.001167608254115565,-0.001167608254115565,-0.001167608254115565,,,,,,0.0
resample,LSTM,x2,1.0,1,0,10.463065313977662,,10.463065313977662,10.463065313977662,10.463065313977662,10.57167064249606,,10.57167064249606,10.57167064249606,10.57167064249606,-0.010379876762626396,,-0.010379876762626396,-0.010379876762626396,-0.010379876762626396,,,,,,0.0
resample,LSTM,xy,0.05,1,0,9.824587875993863,,9.824587875993863,9.824587875993863,9.824587875993863,10.011782024301022,,10.011782024301022,10.011782024301022,10.011782024301022,-0.01905363875512385,,-0.01905363875512385,-0.01905363875512385,-0.01905363875512385,,,,,,0.0
resample,LSTM,xy,0.1,1,0,6.364872770528063,,6.364872770528063,6.364872770528063,6.364872770528063,6.368388741912585,,6.368388741912585,6.368388741912585,6.368388741912585,-0.0005524024613347621,,-0.0005524024613347621,-0.0005524024613347621,-0.0005524024613347621,,,,,,0.0
resample,LSTM,xy,0.5,1,0,8.440623038785255,,8.440623038785255,8.440623038785255,8.440623038785255,8.512927819720746,,8.512927819720746,8.512927819720746,8.512927819720746,-0.008566284811351695,,-0.008566284811351695,-0.008566284811351695,-0.008566284811351695,,,,,,0.0
resample,LSTM,xy,1.0,1,0,6.80779421909804,,6.80779421909804,6.80779421909804,6.80779421909804,6.8085358575040935,,6.8085358575040935,6.8085358575040935,6.8085358575040935,-0.00010893960395767601,,-0.00010893960395767601,-0.00010893960395767601,-0.00010893960395767601,,,,,,0.0
resample,MLP,x,0.05,1,0,7.072060284059741,,7.072060284059741,7.072060284059741,7.072060284059741,7.031386488673255,,7.031386488673255,7.031386488673255,7.031386488673255,0.005751336067957921,,0.005751336067957921,0.005751336067957921,0.005751336067957921,,,,,,0.0
resample,MLP,x,0.1,1,0,7.227582556413012,,7.227582556413012,7.227582556413012,7.227582556413012,7.220680038816503,,7.220680038816503,7.220680038816503,7.220680038816503,0.000955024386457579,,0.000955024386457579,0.000955024386457579,0.000955024386457579,,,,,,0.0
resample,MLP,x,0.5,1,0,6.583160343207799,,6.583160343207799,6.583160343207799,6.583160343207799,6.589906652690651,,6.589906652690651,6.589906652690651,6.589906652690651,-0.001024782799011118,,-0.001024782799011118,-0.001024782799011118,-0.001024782799011118,,,,,,0.0
resample,MLP,x,1.0,1,0,6.990482548288406,,6.990482548288406,6.990482548288406,6.990482548288406,7.023946283285919,,7.023946283285919,7.023946283285919,7.023946283285919,-0.004787042205792552,,-0.004787042205792552,-0.004787042205792552,-0.004787042205792552,,,,,,0.0
resample,MLP,x2,0.05,1,0,12.410796965675836,,12.410796965675836,12.410796965675836,12.410796965675836,12.444284074902791,,12.444284074902791,12.444284074902791,12.444284074902791,-0.0026982239190254907,,-0.0026982239190254907,-0.0026982239190254907,-0.0026982239190254907,,,,,,0.0
resample,MLP,x2,0.1,1,0,11.991595954012444,,11.991595954012444,11.991595954012444,11.991595954012444,12.190846388195377,,12.190846388195377,12.190846388195377,12.190846388195377,-0.016615839538544685,,-0.016615839538544685,-0.016615839538544685,-0.016615839538544685,,,,,,0.0
resample,MLP,x2,0.5,1,0,14.33378826362136,,14.33378826362136,14.33378826362136,14.33378826362136,14.44818787752874,,14.44818787752874,14.44818787752874,14.44818787752874,-0.007981115096957373,,-0.007981115096957373,-0.007981115096957373,-0.007981115096957373,,,,,,0.0
resample,MLP,x2,1.0,1,0,14.00936660201038,,14.00936660201038,14.00936660201038,14.00936660201038,14.144319569311428,,14.144319569311428,14.144319569311428,14.144319569311428,-0.009633052737850437,,-0.009633052737850437,-0.009633052737850437,-0.009633052737850437,,,,,,0.0
resample,MLP,xy,0.05,1,0,7.3209883585027775,,7.3209883585027775,7.3209883585027775,7.3209883585027775,7.318943225976998,,7.318943225976998,7.318943225976998,7.318943225976998,0.000279351970749177,,0.000279351970749177,0.000279351970749177,0.000279351970749177,,,,,,0.0
resample,MLP,xy,0.1,1,0,7.872205647270942,,7.872205647270942,7.872205647270942,7.872205647270942,7.933718147270171,,7.933718147270171,7.933718147270171,7.933718147270171,-0.007813883777357072,,-0.007813883777357072,-0.007813883777357072,-0.007813883777357072,,,,,,0.0
resample,MLP,xy,0.5,1,0,7.645743678615318,,7.645743678615318,7.645743678615318,7.645743678615318,7.681427362050861,,7.681427362050861,7.681427362050861,7.681427362050861,-0.004667130489261314,,-0.004667130489261314,-0.004667130489261314,-0.004667130489261314,,,,,,0.0
resample,MLP,xy,1.0,1,0,8.82205101380845,,8.82205101380845,8.82205101380845,8.82205101380845,8.874530285459272,,8.874530285459272,8.874530285459272,8.874530285459272,-0.005948647493500215,,-0.005948647493500215,-0.005948647493500215,-0.005948647493500215,,,,,,0.0
