path,regime,mode,arch,sigma,R,rmse_b_mean,rmse_b_std,rmse_a_mean,rmse_a_std,rmse_a_median,rmse_a_q25,rmse_a_q75,improvement_mean,improvement_std,improvement_median,hausdorff_mean,hausdorff_std,hausdorff_median,divergence_rate
/home/runner/work/Data-Assimilation/Data-Assimilation/results/fixedmean /run_20251008_133752 /models/xy_gru_n0.1_R0.1.pth,fixedmean,xy,gru,0.1,0.1,57.003255714474086,23.196825228905617,55.07112419525291,21.61344729134465,54.54973690551304,41.509211741917426,61.21413357308741,0.026437944126316806,0.02256210066881781,0.03487910365127128,4.018738371763224,1.9753942254982264,3.871031057864977,3.62
/home/runner/work/Data-Assimilation/Data-Assimilation/results/fixedmean /run_20251008_133752 /models/x2_gru_n0.5_R0.5.pth,fixedmean,x2,gru,0.5,0.5,98.19436381101255,27.688320010351703,100.26040565145281,28.493279167295885,94.48647087322036,80.10886031971046,115.98003877187796,-0.020535616238114934,0.002943137072448717,-0.01953460721940483,10.011727330193994,5.098639382773532,8.41066992888802,0.0
/home/runner/work/Data-Assimilation/Data-Assimilation/results/fixedmean /run_20251008_133752 /models/x2_mlp_n1.0_R1.0.pth,fixedmean,x2,mlp,1.0,1.0,20644.364477551444,58592.73649560648,20915.439252104065,59482.54065499704,224.9914708003738,167.57809581795988,463.7651662394935,-0.04921296292381538,0.03386112006839705,-0.06657193070568641,3500.290164935644,9195.288301435534,26.450240033530157,2.16
/home/runner/work/Data-Assimilation/Data-Assimilation/results/fixedmean /run_20251008_133752 /models/x_mlp_n0.05_R0.05.pth,fixedmean,x,mlp,0.05,0.05,489894.105980242,40374.68595593182,513776.72241772263,43493.39115842729,505874.08023267775,487345.86663691176,546480.0582338809,-0.04856239180477877,0.00564361688516196,-0.0479077249146998,40086.507521825304,837.985893076194,40298.244686260965,0.32
/home/runner/work/Data-Assimilation/Data-Assimilation/results/fixedmean /run_20251008_133752 /models/x2_gru_n0.1_R0.1.pth,fixedmean,x2,gru,0.1,0.1,100.6966742040643,354.0579768104462,102.29568226994023,361.2304997882613,48.721018359661876,41.494256283765765,58.943558898045396,-0.011488931272314158,0.00845689586476424,-0.009579698989813371,15.531582825321374,83.21187617514533,3.4817137962180444,0.0
/home/runner/work/Data-Assimilation/Data-Assimilation/results/fixedmean /run_20251008_133752 /models/x_gru_n0.5_R0.5.pth,fixedmean,x,gru,0.5,0.5,15.098436860997106,1.2972496501308564,15.668111974710698,1.4673768376809595,15.655149022664382,14.897944578037158,16.357788000035498,-0.03705789389408167,0.009547001751943677,-0.03673560428215171,0.8761363548347224,0.0930260336037982,0.8762288471659296,1.1
/home/runner/work/Data-Assimilation/Data-Assimilation/results/fixedmean /run_20251008_133752 /models/x_mlp_n0.5_R0.5.pth,fixedmean,x,mlp,0.5,0.5,17.12129198567151,0.7660020811906992,17.58807031931266,0.7774765349459417,17.339153059662877,17.130549084124755,17.819319647902304,-0.027295083099882753,0.002460182402804889,-0.027293491698318052,1.0447468101629385,0.07166326301110387,1.0395709872061367,4.98
/home/runner/work/Data-Assimilation/Data-Assimilation/results/fixedmean /run_20251008_133752 /models/x_mlp_n0.1_R0.1.pth,fixedmean,x,mlp,0.1,0.1,2492.055149169552,16861.6617302536,2219.463057105871,14950.601883276928,49.11655173189504,31.871229931137485,84.1125316885628,-0.02222271987376437,0.02961036355142302,-0.02919407217945485,513.0243631914651,3508.0629081419356,6.1746533995831925,5.46
/home/runner/work/Data-Assimilation/Data-Assimilation/results/fixedmean /run_20251008_133752 /models/xy_lstm_n1.0_R1.0.pth,fixedmean,xy,lstm,1.0,1.0,26.489517211858697,2.20429659389425,26.28863825546621,2.0407880781117944,26.49131882478804,25.154027433099564,27.523792564525312,0.007063821324287029,0.007800637604351289,0.009883506298042601,1.4968934025557852,0.08559189790386033,1.5165993234696835,1.52
/home/runner/work/Data-Assimilation/Data-Assimilation/results/fixedmean /run_20251008_133752 /models/x2_gru_n0.05_R0.05.pth,fixedmean,x2,gru,0.05,0.05,34.43554587674205,11.416583023587059,34.646035366614996,11.735685544697303,31.842316965719434,29.026777850447118,37.06349326750181,-0.004454853092211719,0.013134261850728208,-0.005273475701625559,2.08588995171147,1.5508647323625608,1.6443024490410758,0.0
/home/runner/work/Data-Assimilation/Data-Assimilation/results/fixedmean /run_20251008_133752 /models/x_lstm_n0.05_R0.05.pth,fixedmean,x,lstm,0.05,0.05,39.039661693136416,3.9240669401865764,39.48576014210587,3.9080688929882887,38.539175210248814,36.65846700633232,41.348019842961946,-0.011575794178518702,0.0032437422137362414,-0.011788324363489658,1.7884781317679133,0.23666509416447937,1.6824188372069075,0.0
